# assembly_accession	refseq_category	taxid	organism_name	infraspecific_name	assembly_level	seq_rel_date	ftp_path	strain_name	assembly_level_int	refseq_category_int
GCF_000024625.1	representative genome	579137	Methanocaldococcus vulcanius M7	M7	Complete Genome	2009/10/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/625/GCF_000024625.1_ASM2462v1	Methanocaldococcus vulcanius M7	4	1
GCF_000063445.1	representative genome	351160	Methanocella arvoryzae MRE50	MRE50	Complete Genome	2006/10/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/445/GCF_000063445.1_ASM6344v1	Methanocella arvoryzae MRE50	4	1
GCF_000251105.1	representative genome	1041930	Methanocella conradii HZ254	HZ254	Complete Genome	2012/03/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/251/105/GCF_000251105.1_ASM25110v1	Methanocella conradii HZ254	4	1
GCF_000013725.1	representative genome	259564	Methanococcoides burtonii DSM 6242	DSM 6242	Complete Genome	2006/04/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/725/GCF_000013725.1_ASM1372v1	Methanococcoides burtonii DSM 6242	4	1
GCF_000765475.1	representative genome	2226	Methanococcoides methylutens	DSM 2657	Contig	2014/10/10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/475/GCF_000765475.1_Mmet_Version1	Methanococcoides methylutens DSM 2657	1	1
GCF_000970325.1	representative genome	1434104	Methanococcoides methylutens MM1	MM1	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/325/GCF_000970325.1_ASM97032v1	Methanococcoides methylutens MM1	4	1
GCF_900111645.1	representative genome	1353158	Methanococcoides vulcani	SLH 33	Scaffold	2016/10/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/645/GCF_900111645.1_IMG-taxon_2642422537_annotated_assembly	Methanococcoides vulcani SLH 33	2	1
GCF_000017185.1	representative genome	419665	Methanococcus aeolicus Nankai-3	Nankai-3	Complete Genome	2007/06/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/185/GCF_000017185.1_ASM1718v1	Methanococcus aeolicus Nankai-3	4	1
GCF_000016125.1	na	402880	Methanococcus maripaludis C5	C5	Complete Genome	2007/03/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/125/GCF_000016125.1_ASM1612v1	Methanococcus maripaludis C5	4	0
GCF_000018485.1	na	444158	Methanococcus maripaludis C6	C6	Complete Genome	2007/11/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/485/GCF_000018485.1_ASM1848v1	Methanococcus maripaludis C6	4	0
GCF_000017225.1	representative genome	426368	Methanococcus maripaludis C7	C7	Complete Genome	2007/06/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/225/GCF_000017225.1_ASM1722v1	Methanococcus maripaludis C7	4	1
GCF_000011585.1	na	267377	Methanococcus maripaludis S2	S2	Complete Genome	2004/03/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/585/GCF_000011585.1_ASM1158v1	Methanococcus maripaludis S2	4	0
GCF_000220645.1	representative genome	1053692	Methanococcus maripaludis X1	X1	Complete Genome	2011/07/14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/645/GCF_000220645.1_ASM22064v1	Methanococcus maripaludis X1	4	1
GCF_000017165.1	representative genome	406327	Methanococcus vannielii SB	SB	Complete Genome	2007/06/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/165/GCF_000017165.1_ASM1716v1	Methanococcus vannielii SB	4	1
GCF_000006175.1	representative genome	456320	Methanococcus voltae A3	A3	Complete Genome	2010/06/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/175/GCF_000006175.1_ASM617v2	Methanococcus voltae A3	4	1
GCF_000430905.1	representative genome	1122230	Methanocorpusculum bavaricum DSM 4179	DSM 4179	Scaffold	2013/07/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/905/GCF_000430905.1_ASM43090v1	Methanocorpusculum bavaricum DSM 4179	2	1
GCF_000015765.1	representative genome	410358	Methanocorpusculum labreanum Z	Z	Complete Genome	2007/02/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/765/GCF_000015765.1_ASM1576v1	Methanocorpusculum labreanum Z	4	1
GCF_002287215.1	na	2193	Methanocorpusculum parvum	XII	Contig	2017/09/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/215/GCF_002287215.1_ASM228721v1	Methanocorpusculum parvum XII	1	0
GCF_900079125.1	na	83986	Methanoculleus bourgensis		Complete Genome	2016/05/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/125/GCF_900079125.1_MBBA	Methanoculleus bourgensis	4	0
GCF_000304355.2	representative genome	1201294	Methanoculleus bourgensis MS2	MS2T	Complete Genome	2014/02/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/355/GCF_000304355.2_Mb_MS2	Methanoculleus bourgensis MS2 MS2T	4	1
GCF_900095385.1	representative genome	118126	Methanoculleus chikugoensis		Contig	2016/12/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/385/GCF_900095385.1_L21	Methanoculleus chikugoensis	1	1
GCF_001602375.1	representative genome	528314	Methanoculleus horonobensis	T10	Contig	2016/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/375/GCF_001602375.1_ASM160237v1	Methanoculleus horonobensis T10	1	1
GCF_000015825.1	representative genome	368407	Methanoculleus marisnigri JR1	JR1	Complete Genome	2007/02/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/825/GCF_000015825.1_ASM1582v1	Methanoculleus marisnigri JR1	4	1
GCF_001017125.1	representative genome	1550566	Methanoculleus sediminis	S3Fa	Scaffold	2015/06/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/017/125/GCF_001017125.1_ASM101712v1	Methanoculleus sediminis S3Fa	2	1
GCF_900036045.1	na	86622	Methanoculleus sp. MAB1		Complete Genome	2016/02/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/036/045/GCF_900036045.1_Methanoculleus_sp_MAB1	Methanoculleus sp. MAB1	4	0
GCF_000691865.1	na	1495314	Methanoculleus sp. MH98A	MH98A	Contig	2014/05/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/865/GCF_000691865.1_MethMaris1.0	Methanoculleus sp. MH98A	1	0
GCF_001571405.1	representative genome	2200	Methanoculleus thermophilus	CR-1	Contig	2016/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/571/405/GCF_001571405.1_ASM157140v1	Methanoculleus thermophilus CR-1	1	1
GCF_001571385.1	representative genome	488124	Methanofollis ethanolicus	HASU	Contig	2016/01/19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/571/385/GCF_001571385.1_ASM157138v1	Methanofollis ethanolicus HASU	1	1
GCF_000275865.1	representative genome	28892	Methanofollis liminatans DSM 4140	DSM 4140	Chromosome	2012/07/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/865/GCF_000275865.1_ASM27586v1	Methanofollis liminatans DSM 4140	3	1
GCF_001315945.1	representative genome	1293041	Methanogenium cariaci JCM 10550	JCM 10550	Contig	2015/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/315/945/GCF_001315945.1_ASM131594v1	Methanogenium cariaci JCM 10550	1	1
GCF_000196655.1	representative genome	644295	Methanohalobium evestigatum Z-7303	Z-7303	Complete Genome	2010/06/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/655/GCF_000196655.1_ASM19665v1	Methanohalobium evestigatum Z-7303	4	1
GCF_900215215.1	na	51203	Methanohalophilus euhalobius	WG-1MB	Contig	2017/09/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/215/215/GCF_900215215.1_IMG-taxon_2703719067_annotated_assembly	Methanohalophilus euhalobius WG-1MB	1	0
GCF_001889405.1	representative genome	2177	Methanohalophilus halophilus	Z-7982	Complete Genome	2016/12/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/405/GCF_001889405.1_ASM188940v1	Methanohalophilus halophilus Z-7982	4	1
GCF_000025865.1	representative genome	547558	Methanohalophilus mahii DSM 5219	DSM 5219	Complete Genome	2010/03/31	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/865/GCF_000025865.1_ASM2586v1	Methanohalophilus mahii DSM 5219	4	1
GCF_001888095.1	na	523843	Methanohalophilus portucalensis FDF-1	FDF-1	Scaffold	2016/12/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/095/GCF_001888095.1_ASM188809v1	Methanohalophilus portucalensis FDF-1	2	0
GCF_002761295.1	na	39664	Methanohalophilus portucalensis	FDF-1T	Chromosome	2017/11/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/295/GCF_002761295.1_ASM276129v1	Methanohalophilus portucalensis FDF-1T	3	0
GCF_000784355.1	na	230356	Methanolacinia paynteri	DSM 2545	Scaffold	2014/11/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/784/355/GCF_000784355.1_Metpay	Methanolacinia paynteri DSM 2545	2	0
GCF_000147875.1	representative genome	679926	Methanolacinia petrolearia DSM 11571		Complete Genome	2010/09/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/875/GCF_000147875.1_ASM14787v1	Methanolacinia petrolearia DSM 11571	4	1
GCF_000235685.2	representative genome	882090	Methanolinea tarda NOBI-1	NOBI-1	Chromosome	2014/01/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/685/GCF_000235685.2_ASM23568v3	Methanolinea tarda NOBI-1	3	1
GCF_900114835.1	representative genome	487685	Methanolobus profundi	Mob M	Scaffold	2016/11/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/835/GCF_900114835.1_IMG-taxon_2642422540_annotated_assembly	Methanolobus profundi Mob M	2	1
GCF_000306725.1	representative genome	1094980	Methanolobus psychrophilus R15	R15	Complete Genome	2012/10/18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/725/GCF_000306725.1_ASM30672v1	Methanolobus psychrophilus R15	4	1
GCF_002243045.1	na	1874706	Methanolobus sp. YSF-03	YSF-03	Contig	2017/08/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/045/GCF_002243045.1_ASM224304v1	Methanolobus sp. YSF-03	1	0
GCF_000504205.1	representative genome	1090322	Methanolobus tindarius DSM 2278	DSM 2278	Contig	2013/12/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/205/GCF_000504205.1_ASM50420v1	Methanolobus tindarius DSM 2278	1	1
GCF_900100715.1	representative genome	38026	Methanolobus vulcani	PL 12/M	Scaffold	2016/10/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/100/715/GCF_900100715.1_IMG-taxon_2642422561_annotated_assembly	Methanolobus vulcani PL 12/M	2	1
GCF_000308215.1	representative genome	1175296	Methanomassiliicoccus luminyensis B10	B10	Contig	2012/06/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/215/GCF_000308215.1_ASM30821v1	Methanomassiliicoccus luminyensis B10	1	1
GCF_000328665.1	representative genome	867904	Methanomethylovorans hollandica DSM 15978	DSM 15978	Complete Genome	2012/12/28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/328/665/GCF_000328665.1_ASM32866v1	Methanomethylovorans hollandica DSM 15978	4	1
GCF_000711215.1	representative genome	694440	Methanomicrobium mobile BP	BP	Contig	2014/06/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/215/GCF_000711215.1_ASM71121v1	Methanomicrobium mobile BP	1	1
GCF_002153915.1	representative genome	1927129	Methanonatronarchaeum thermophilum	AMET1	Contig	2017/05/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/153/915/GCF_002153915.1_ASM215391v1	Methanonatronarchaeum thermophilum AMET1	1	1
GCF_000243255.1	representative genome	937775	Methanoplanus limicola DSM 2279	DSM 2279	Chromosome	2012/01/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/255/GCF_000243255.1_ASM24325v1	Methanoplanus limicola DSM 2279	3	1
GCF_002201915.1	na	1937004	Methanopyrus sp. KOL6	KOL6	Chromosome	2017/06/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/915/GCF_002201915.1_ASM220191v1	Methanopyrus sp. KOL6	3	0
GCF_000017625.1	representative genome	456442	Methanoregula boonei 6A8	6A8	Complete Genome	2007/07/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/625/GCF_000017625.1_ASM1762v1	Methanoregula boonei 6A8	4	1
GCF_000327485.1	representative genome	593750	Methanoregula formicica SMSP	SMSP	Complete Genome	2012/12/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/485/GCF_000327485.1_ASM32748v1	Methanoregula formicica SMSP	4	1
GCF_000235565.1	representative genome	1110509	Methanosaeta harundinacea 6Ac	6Ac	Complete Genome	2011/11/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/565/GCF_000235565.1_ASM23556v1	Methanosaeta harundinacea 6Ac	4	1
GCF_000217995.1	representative genome	679901	Methanosalsum zhilinae DSM 4017	DSM 4017	Complete Genome	2011/06/13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/217/995/GCF_000217995.1_ASM21799v1	Methanosalsum zhilinae DSM 4017	4	1
GCF_000007345.1	representative genome	188937	Methanosarcina acetivorans C2A	C2A	Complete Genome	2002/04/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/345/GCF_000007345.1_ASM734v1	Methanosarcina acetivorans C2A	4	1
GCF_000970065.1	na	1434106	Methanosarcina barkeri 227	227	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/065/GCF_000970065.1_ASM97006v1	Methanosarcina barkeri 227	4	0
GCF_000970305.1	representative genome	1434107	Methanosarcina barkeri 3	3	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/305/GCF_000970305.1_ASM97030v1	Methanosarcina barkeri 3	4	1
GCF_001027005.1	na	796385	Methanosarcina barkeri CM1	CM1	Complete Genome	2015/06/03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/005/GCF_001027005.1_ASM102700v1	Methanosarcina barkeri CM1	4	0
GCF_000195895.1	na	269797	Methanosarcina barkeri str. Fusaro	Fusaro	Complete Genome	2005/08/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/895/GCF_000195895.1_ASM19589v1	Methanosarcina barkeri Fusaro	4	0
GCF_000970025.1	representative genome	1434108	Methanosarcina barkeri MS	MS	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/025/GCF_000970025.1_ASM97002v1	Methanosarcina barkeri MS	4	1
GCF_000969985.1	na	1434109	Methanosarcina barkeri str. Wiesmoor	Wiesmoor	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/969/985/GCF_000969985.1_ASM96998v1	Methanosarcina barkeri Wiesmoor	4	0
GCF_001304615.1	representative genome	1715806	Methanosarcina flavescens	E03.2	Contig	2015/09/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/615/GCF_001304615.1_ASM130461v1	Methanosarcina flavescens E03.2	1	1
GCF_000970285.1	representative genome	1434110	Methanosarcina horonobensis HB-1 = JCM 15518	HB-1	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/285/GCF_000970285.1_ASM97028v1	Methanosarcina horonobensis HB-1 = JCM 15518	4	1
GCF_000970265.1	representative genome	1434111	Methanosarcina lacustris Z-7289	Z-7289	Complete Genome	2015/04/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/265/GCF_000970265.1_ASM97026v1	Methanosarcina lacustris Z-7289	4	1
GCF_000979105.1	na	2209	Methanosarcina mazei	1.F.A.1A.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/105/GCF_000979105.1_gtlEnvA5udCFS	Methanosarcina mazei 1.F.A.1A.3	2	0
GCF_000979845.1	na	2209	Methanosarcina mazei	1.F.A.1B.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/845/GCF_000979845.1_gtlEnvA5udCFS	Methanosarcina mazei 1.F.A.1B.3	2	0
GCF_000979855.1	na	2209	Methanosarcina mazei	1.F.A.1B.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/855/GCF_000979855.1_gtlEnvA5udCFS	Methanosarcina mazei 1.F.A.1B.4	2	0
GCF_000979115.1	na	2209	Methanosarcina mazei	1.F.A.2.8	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/115/GCF_000979115.1_gtlEnvA5udCFS	Methanosarcina mazei 1.F.A.2.8	2	0
GCF_000979125.1	na	2209	Methanosarcina mazei	1.F.M.0.5	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/125/GCF_000979125.1_gtlEnvA5udCFS	Methanosarcina mazei 1.F.M.0.5	2	0
GCF_000979895.1	na	2209	Methanosarcina mazei	1.H.A.0.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/895/GCF_000979895.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.0.1	2	0
GCF_000979915.1	na	2209	Methanosarcina mazei	1.H.A.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/915/GCF_000979915.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.1A.1	2	0
GCF_000979175.1	na	2209	Methanosarcina mazei	1.H.A.1A.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/175/GCF_000979175.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.1A.3	2	0
GCF_000979185.1	na	2209	Methanosarcina mazei	1.H.A.1A.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/185/GCF_000979185.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.1A.4	2	0
GCF_000979925.1	na	2209	Methanosarcina mazei	1.H.A.1A.6	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/925/GCF_000979925.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.1A.6	2	0
GCF_000979935.1	na	2209	Methanosarcina mazei	1.H.A.2.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/935/GCF_000979935.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.2.1	2	0
GCF_000979195.1	na	2209	Methanosarcina mazei	1.H.A.2.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/195/GCF_000979195.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.2.3	2	0
GCF_000979995.1	na	2209	Methanosarcina mazei	1.H.A.2.6	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/995/GCF_000979995.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.2.6	2	0
GCF_000979205.1	na	2209	Methanosarcina mazei	1.H.A.2.7	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/205/GCF_000979205.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.2.7	2	0
GCF_000980005.1	na	2209	Methanosarcina mazei	1.H.A.2.8	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/005/GCF_000980005.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.A.2.8	2	0
GCF_000980025.1	na	2209	Methanosarcina mazei	1.H.M.0.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/025/GCF_000980025.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.0.1	2	0
GCF_000980055.1	na	2209	Methanosarcina mazei	1.H.M.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/055/GCF_000980055.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.1A.1	2	0
GCF_000979255.1	na	2209	Methanosarcina mazei	1.H.M.1A.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/255/GCF_000979255.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.1A.2	2	0
GCF_000980085.1	na	2209	Methanosarcina mazei	1.H.M.1A.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/085/GCF_000980085.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.1A.3	2	0
GCF_000979265.1	na	2209	Methanosarcina mazei	1.H.M.2.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/265/GCF_000979265.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.2.1	2	0
GCF_000979275.1	na	2209	Methanosarcina mazei	1.H.M.2.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/275/GCF_000979275.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.2.2	2	0
GCF_000980075.1	na	2209	Methanosarcina mazei	1.H.M.2.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/075/GCF_000980075.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.2.3	2	0
GCF_000980105.1	na	2209	Methanosarcina mazei	1.H.M.2.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/105/GCF_000980105.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.M.2.4	2	0
GCF_000980135.1	na	2209	Methanosarcina mazei	1.H.T.2.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/135/GCF_000980135.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.T.2.1	2	0
GCF_000980155.1	na	2209	Methanosarcina mazei	1.H.T.2.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/155/GCF_000980155.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.T.2.3	2	0
GCF_000980175.1	na	2209	Methanosarcina mazei	1.H.T.2.5	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/175/GCF_000980175.1_gtlEnvA5udCFS	Methanosarcina mazei 1.H.T.2.5	2	0
GCF_000979335.1	na	2209	Methanosarcina mazei	2.F.A.2.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/335/GCF_000979335.1_gtlEnvA5udCFS	Methanosarcina mazei 2.F.A.2.3	2	0
GCF_000979345.1	na	2209	Methanosarcina mazei	2.F.A.2.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/345/GCF_000979345.1_gtlEnvA5udCFS	Methanosarcina mazei 2.F.A.2.4	2	0
GCF_000979375.1	na	2209	Methanosarcina mazei	2.F.T.0.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/375/GCF_000979375.1_gtlEnvA5udCFS	Methanosarcina mazei 2.F.T.0.2	2	0
GCF_000978955.1	na	2209	Methanosarcina mazei	2.F.T.2.6	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/978/955/GCF_000978955.1_gtlEnvA5udCFS	Methanosarcina mazei 2.F.T.2.6	2	0
GCF_000979495.1	na	2209	Methanosarcina mazei	3.F.A.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/495/GCF_000979495.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.1A.1	2	0
GCF_000978945.1	na	2209	Methanosarcina mazei	3.F.A.1A.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/978/945/GCF_000978945.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.1A.3	2	0
GCF_000979505.1	na	2209	Methanosarcina mazei	3.F.A.1B.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/505/GCF_000979505.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.1B.1	2	0
GCF_000979515.1	na	2209	Methanosarcina mazei	3.F.A.2.12	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/515/GCF_000979515.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.2.12	2	0
GCF_000979555.1	na	2209	Methanosarcina mazei	3.F.A.2.3	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/555/GCF_000979555.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.2.3	2	0
GCF_000978935.1	na	2209	Methanosarcina mazei	3.F.A.2.5	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/978/935/GCF_000978935.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.2.5	2	0
GCF_000979575.1	na	2209	Methanosarcina mazei	3.F.A.2.6	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/575/GCF_000979575.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.2.6	2	0
GCF_000979585.1	na	2209	Methanosarcina mazei	3.F.A.2.7	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/585/GCF_000979585.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.A.2.7	2	0
GCF_000978965.1	na	2209	Methanosarcina mazei	3.F.T.1A.1	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/978/965/GCF_000978965.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.T.1A.1	2	0
GCF_000979595.1	na	2209	Methanosarcina mazei	3.F.T.1A.2	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/595/GCF_000979595.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.T.1A.2	2	0
GCF_000979635.1	na	2209	Methanosarcina mazei	3.F.T.1A.4	Scaffold	2015/04/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/979/635/GCF_000979635.1_gtlEnvA5udCFS	Methanosarcina mazei 3.F.T.1A.4	2	0
